4.389465078711509705e-01,2.595325224101543427e-01,-1.299999952316284180e+00
3.936340063810348511e-01,2.384021505713462830e-01,-1.299999952316284180e+00
3.483215048909187317e-01,2.172717787325382233e-01,-1.299999952316284180e+00
3.030090034008026123e-01,1.961414068937301636e-01,-1.299999952316284180e+00
2.576965019106864929e-01,1.750110350549221039e-01,-1.299999952316284180e+00
2.123840004205703735e-01,1.538806632161140442e-01,-1.299999952316284180e+00
1.670714989304542542e-01,1.327502913773059845e-01,-1.299999952316284180e+00
1.217589974403381348e-01,1.116199195384979248e-01,-1.299999952316284180e+00
7.644649595022201538e-02,9.048954769968986511e-02,-1.299999952316284180e+00
3.113399446010589600e-02,6.935917586088180542e-02,-1.299999952316284180e+00
-1.417850703001022339e-02,4.822880402207374573e-02,-1.299999952316284180e+00
-5.949100852012634277e-02,2.709843218326568604e-02,-1.299999952316284180e+00
-1.048035100102424622e-01,5.968060344457626343e-03,-1.299999952316284180e+00
-1.501160115003585815e-01,-1.516231149435043335e-02,-1.299999952316284180e+00
-1.954285129904747009e-01,-3.629268333315849304e-02,-1.299999952316284180e+00
-2.407410144805908203e-01,-5.742305517196655273e-02,-1.299999952316284180e+00
-2.860535159707069397e-01,-7.855342701077461243e-02,-1.299999952316284180e+00
-3.313660174608230591e-01,-9.968379884958267212e-02,-1.299999952316284180e+00
-3.766785189509391785e-01,-1.208141706883907318e-01,-1.299999952316284180e+00
-4.219910204410552979e-01,-1.419445425271987915e-01,-1.299999952316284180e+00
-4.673035219311714172e-01,-1.630749143660068512e-01,-1.299999952316284180e+00
-5.126160234212875366e-01,-1.842052862048149109e-01,-1.299999952316284180e+00
-5.579285249114036560e-01,-2.053356580436229706e-01,-1.299999952316284180e+00
-6.032410264015197754e-01,-2.264660298824310303e-01,-1.299999952316284180e+00
-6.485535278916358948e-01,-2.475964017212390900e-01,-1.299999952316284180e+00
-6.938660293817520142e-01,-2.687267735600471497e-01,-1.299999952316284180e+00
-7.391785308718681335e-01,-2.898571453988552094e-01,-1.299999952316284180e+00
-7.638705261051654816e-01,-3.013716507703065872e-01,-1.299999952316284180e+00
-7.676381722558289766e-01,-3.031286000041291118e-01,-1.299999952316284180e+00
-7.707043248228728771e-01,-3.045584249775856733e-01,-1.299999952316284180e+00
-7.626624512486159801e-01,-3.008082946762442589e-01,-1.299999952316284180e+00
-7.654587703291326761e-01,-3.021122893551364541e-01,-1.299999952316284180e+00
-7.704163694288581610e-01,-3.044241439783945680e-01,-1.299999952316284180e+00
-7.568883036728948355e-01,-2.981156633468344808e-01,-1.299999952316284180e+00
-7.633990359026938677e-01,-3.011517835548147559e-01,-1.299999952316284180e+00
-7.704888966400176287e-01,-3.044579656561836600e-01,-1.299999952316284180e+00
-7.665514235850423574e-01,-3.026218218728899956e-01,-1.299999952316284180e+00
-7.512098064180463552e-01,-2.954676351509988308e-01,-1.299999952316284180e+00
-7.627933237235993147e-01,-3.008693242445588112e-01,-1.299999952316284180e+00
-7.686155687551945448e-01,-3.035843851976096630e-01,-1.299999952316284180e+00
-7.688733570103067905e-01,-3.037045984165160917e-01,-1.299999952316284180e+00
-7.541170080949086696e-01,-2.968233376377611421e-01,-1.299999952316284180e+00
-7.616895905521232635e-01,-3.003546252948581241e-01,-1.299999952316284180e+00
-7.694111333985347301e-01,-3.039553770431666635e-01,-1.299999952316284180e+00
-7.594835635100025684e-01,-2.993258982533006929e-01,-1.299999952316284180e+00
-7.682369619433302432e-01,-3.034078306154697202e-01,-1.299999952316284180e+00
-7.665383754356298596e-01,-3.026157365748076700e-01,-1.299999952316284180e+00
